artist,song,date,rank,weeks-on-board
Lee Ann Womack,Ashes By Now,2001-03-31,45,17
Lee Ann Womack,I Hope You Dance,2001-08-04,14,48
Lee Ann Womack,I May Hate Myself In The Morning,2005-04-23,66,13
Lee Ann Womack,I'll Think Of A Reason Later,1999-07-10,38,20
Lee Ann Womack,Last Call,2009-03-28,77,9
Lee Ann Womack,Why They Call It Falling,2001-09-01,78,7
Lee Brice,A Woman Like You,2012-05-19,33,20
Lee Brice,Boy,2017-06-10,94,1
Lee Brice,Drinking Class,2015-05-09,53,22
Lee Brice,Hard To Love,2012-12-01,27,23
Lee Brice,I Don't Dance,2014-09-13,33,20
Lee Brice,I Drive Your Truck,2013-06-01,47,20
Lee Brice,Love Like Crazy,2010-10-02,45,20
Lee Brice,Memory I Don't Mess With,2021-11-06,33,14
Lee Brice,One Of Them Girls,2020-12-05,17,26
Lee Brice,Parking Lot Party,2013-11-23,62,20
Lee Brice,Rumor,2019-08-03,25,20
Lee Brice,That Don't Sound Like You,2016-05-14,64,11
Lee DeWyze,Beautiful Day,2010-06-19,24,2
Lee DeWyze,Hallelujah,2010-06-19,44,2
Lee DeWyze,The Boxer,2010-06-12,88,1
Lee DeWyze & Crystal Bowersox,Falling Slowly,2010-06-19,66,2
Lee Dorsey,Do-Re-Mi,1962-02-17,27,9
Lee Dorsey,Everything I Do Gonh Be Funky (From Now On),1969-07-12,95,3
Lee Dorsey,"Get Out Of My Life, Woman",1966-03-05,44,10
Lee Dorsey,Go-Go Girl,1967-11-25,62,6
Lee Dorsey,Holy Cow,1966-12-17,23,9
Lee Dorsey,My Old Car,1967-05-13,97,1
Lee Dorsey,Ride Your Pony,1965-08-28,28,9
Lee Dorsey,Working In The Coal Mine,1966-10-08,8,12
Lee Dorsey,Ya Ya,1961-12-04,7,13
Lee Garrett,You're My Everything,1976-06-26,58,6
Lee Greenwood,God Bless The USA,2002-01-19,16,17
Lee Greenwood,I.o.u.,1983-08-06,53,11
Lee Greenwood,Somebody's Gonna Love You,1983-10-08,96,2
Lee Michaels,Can I Get A Witness,1972-01-15,39,9
Lee Michaels,Do You Know What I Mean,1971-11-20,6,17
Lee Morgan,"The Sidewinder, Part 1",1965-01-09,81,4
Lee Oskar,Blt,1976-07-31,59,6
Lee Ritenour,Cross My Heart,1983-01-15,69,7
Lee Ritenour,Is It You,1981-08-08,15,16
Lee and Paul,The Chick,1959-03-30,100,1
Lefty Frizzell,"Saginaw, Michigan",1964-02-29,85,5
Legacy Of Sound Featuring Meja,Happy,1993-10-09,68,12
Leif Garrett,Feel The Need,1979-06-23,57,8
Leif Garrett,I Was Looking For Someone To Love,1980-05-10,78,5
Leif Garrett,I Was Made For Dancin',1979-03-31,10,21
Leif Garrett,Memorize Your Number,1980-02-09,60,9
Leif Garrett,Put Your Head On My Shoulder,1978-04-15,58,7
Leif Garrett,Runaround Sue,1978-02-11,13,14
Leif Garrett,Runaway Rita,1982-01-09,84,6
Leif Garrett,Surfin' USA,1977-12-03,20,15
Leif Garrett,The Wanderer,1978-06-03,49,7
Leif Garrett,When I Think Of You,1979-12-01,78,5
Leila K With Rob 'N' Raz,Got To Get,1990-04-28,48,11
Lemon Pipers,Jelly Jungle (Of Orange Marmalade),1968-06-15,51,5
Len,Steal My Sunshine,2000-01-29,9,25
Len Barry,1-2-3,1966-01-01,2,15
Len Barry,I Struck It Rich,1966-09-24,98,2
Len Barry,It's That Time Of The Year,1966-07-02,91,3
Len Barry,Like A Baby,1966-02-26,27,9
Len Barry,Lip Sync (To The Tongue Twisters),1965-06-19,84,4
Len Barry,Somewhere,1966-05-07,26,8
Lena Horne,Now!,1963-11-30,92,2
Lena Zavaroni,Ma! (He's Making Eyes At Me),1974-08-03,91,4
Lenny Kravitz,Again,2001-06-23,4,32
Lenny Kravitz,American Woman,1999-12-04,49,21
Lenny Kravitz,Believe,1993-10-23,60,17
Lenny Kravitz,Can't Get You Off My Mind,1996-08-03,62,20
Lenny Kravitz,Dig In,2002-02-23,31,20
Lenny Kravitz,Fly Away,1999-07-10,12,32
Lenny Kravitz,Heaven Help/Spinning Around Over You,1994-03-19,80,3
Lenny Kravitz,I Belong To You,2000-05-20,71,9
Lenny Kravitz,I'll Be Waiting,2008-03-01,73,2
Lenny Kravitz,It Ain't Over 'til It's Over,1991-10-12,2,19
Lenny Kravitz,Lady,2005-04-23,27,20
Lenny Kravitz,Let Love Rule,1990-02-17,89,4
Lenny Kravitz,Rock And Roll Is Dead,1995-10-21,75,2
Lenny Kravitz,Stand By My Woman,1991-12-07,76,8
Lenny Kravitz,Where Are We Runnin'?,2004-07-03,69,6
Lenny Kravitz Featuring Jay-Z,Storm,2004-08-28,98,1
Lenny LeBlanc,Hound Dog Man (Play It Again),1977-10-01,58,5
Lenny LeBlanc,Somebody Send My Baby Home,1981-05-09,55,7
Lenny Miles,"Don't Believe Him, Donna",1961-02-13,41,7
Lenny Miles,In Between Tears,1961-05-15,84,2
Lenny O'Henry,Across The Street,1964-05-30,98,1
Lenny Welch,A Sunday Kind Of Love,1972-09-09,96,5
Lenny Welch,Breaking Up Is Hard To Do,1970-03-14,34,10
Lenny Welch,Darling Take Me Back,1965-07-31,72,6
Lenny Welch,Ebb Tide,1964-05-16,25,9
Lenny Welch,If You See My Love,1964-07-11,92,2
Lenny Welch,Run To My Lovin' Arms,1965-12-11,96,2
Lenny Welch,Since I Fell For You,1964-02-08,4,16
Lenny Welch,Two Different Worlds,1965-10-09,61,8
Lenny Welch,You Don't Know Me,1960-05-23,45,13
Lenore O'malley,First...Be A Woman,1980-09-13,53,8
Leo Sayer,Easy To Love,1978-02-11,36,10
Leo Sayer,How Much Love,1977-10-15,17,15
Leo Sayer,Living In A Fantasy,1981-04-11,23,12
Leo Sayer,Long Tall Glasses (I Can Dance),1975-05-31,9,15
Leo Sayer,More Than I Can Say,1981-02-28,2,23
Leo Sayer,One Man Band,1975-06-28,96,1
Leo Sayer,Raining In My Heart,1978-11-11,47,7
Leo Sayer,Thunder In My Heart,1977-12-03,38,9
Leo Sayer,When I Need You,1977-07-09,1,20
Leo Sayer,You Make Me Feel Like Dancing,1977-03-12,1,21
Leon & Mary Russell,Rainbow In Your Eyes,1976-09-04,52,12
Leon Hayward,She's With Her Other Love,1965-12-04,92,3
Leon Haywood,Believe Half Of What You See (And None Of What You Hear),1975-02-15,94,2
Leon Haywood,Come An' Get Yourself Some,1975-07-26,83,3
Leon Haywood,Don't Push It Don't Force It,1980-06-14,49,11
Leon Haywood,I Want'a Do Something Freaky To You,1975-12-27,15,17
Leon Haywood,It's Got To Be Mellow,1967-10-28,63,11
Leon Haywood,Keep It In The Family,1974-05-18,50,9
Leon Haywood,Mellow Moonlight,1968-01-13,92,3
Leon Redbone,Seduced,1981-05-16,72,6
Leon Russell,Back To The Island,1976-01-31,53,5
Leon Russell,If I Were A Carpenter...,1974-05-18,73,5
Leon Russell,Lady Blue,1975-12-06,14,19
Leon Russell,Queen Of The Roller Derby,1973-09-22,89,2
Leon Russell,Tight Rope,1972-11-11,11,12
Leona Lewis,Better In Time,2009-02-21,11,31
Leona Lewis,Bleeding Love,2008-11-22,1,39
Leona Lewis,Happy,2009-12-19,31,9
Leona Lewis,I Will Be,2009-03-21,66,6
Leona Lewis,Run,2009-01-03,81,1
Leonard Cohen,Hallelujah,2016-12-03,59,1
Leroy Pullins,I'm A Nut,1966-07-30,57,6
Leroy Van Dyke,If A Woman Answers (Hang Up The Phone),1962-04-21,35,7
Leroy Van Dyke,Walk On By,1962-02-17,5,16
Les Compagnons De La Chanson,Down By The Riverside,1960-04-25,60,8
Les Cooper and the Soul Rockers,Wiggle Wobble,1963-02-02,22,16
Les Crane,Desiderata,1971-12-25,8,12
Les Emmerson,Control Of Me,1973-03-10,51,9
Les McCann & Eddie Harris,Compared To What,1970-01-31,85,4
Les Paul And Mary Ford,Jura (I Swear I Love You),1961-07-10,37,10
Les Paul And Mary Ford,Put A Ring On My Finger,1958-10-20,32,10
Leschea,Fulton St.,1997-06-21,90,2
Lesley Gore,All Of My Life,1965-05-01,71,6
Lesley Gore,Brink Of Disaster,1967-11-11,82,4
Lesley Gore,California Nights,1967-05-06,16,14
Lesley Gore,Hey Now,1964-11-21,76,6
Lesley Gore,I Don't Wanna Be A Loser,1964-06-20,37,5
Lesley Gore,I Won't Love You Anymore (Sorry),1965-12-18,80,3
Lesley Gore,It's My Party,1963-08-03,1,13
Lesley Gore,Judy's Turn To Cry,1963-09-14,5,11
Lesley Gore,Look Of Love,1965-02-20,27,9
Lesley Gore,Maybe I Know,1964-09-26,14,10
Lesley Gore,"My Town, My Guy And Me",1965-10-30,32,8
Lesley Gore,She's A Fool,1964-01-04,5,15
Lesley Gore,Sometimes I Wish I Were A Boy,1964-11-21,86,4
Lesley Gore,Summer And Sandy,1967-07-22,65,7
Lesley Gore,"Sunshine, Lollipops And Rainbows",1965-08-28,13,11
Lesley Gore,That's The Way Boys Are,1964-05-23,12,9
Lesley Gore,We Know We're In Love,1966-02-19,76,3
Lesley Gore,You Don't Own Me,1964-03-21,2,13
Lesley Gore,Young Love,1966-04-30,50,6
Leslie Carter,"Like, Wow!",2001-04-28,99,1
Leslie Pearl,If The Love Fits Wear It,1982-09-04,28,16
Leslie Uggams,One More Sunrise (Morgen),1959-09-14,98,1
Letters To Cleo,Awake,1995-09-23,88,3
Letters To Cleo,Here & Now,1995-06-17,56,13
Level 42,Hot Water,1986-08-16,87,4
Level 42,Lessons In Love,1987-08-01,12,18
Level 42,Running In The Family,1987-08-29,83,4
Level 42,Something About You,1986-08-16,7,27
Levert,ABC-123,1993-09-25,46,17
Levert,Casanova,1987-12-12,5,18
Levert,Good Ol' Days,1993-05-29,78,11
Lewis Capaldi,Before You Go,2021-02-27,9,52
Lewis Capaldi,Someone You Loved,2020-05-30,1,54
Liam Payne,Bedroom Floor,2017-11-11,98,1
Liam Payne & Rita Ora,For You (Fifty Shades Freed),2018-03-03,76,3
Liam Payne Featuring Quavo,Strip That Down,2017-12-16,10,28
Lidell Townsell,Nu Nu,1992-07-11,26,20
Lidell Townsell & M.T.F.,Get With U,1992-10-03,78,8
Lifehouse,Broken,2009-02-14,83,15
Lifehouse,First Time,2007-11-17,26,26
Lifehouse,From Where You Are,2007-12-01,61,2
Lifehouse,Halfway Gone,2010-05-08,50,20
Lifehouse,Hanging By A Moment,2002-02-16,2,54
Lifehouse,Spin,2003-02-15,71,14
Lifehouse,Whatever It Takes,2008-06-14,33,20
Lifehouse,You And Me,2006-04-22,5,62
Lifehouse Featuring Natasha Bedingfield,Between The Raindrops,2013-02-02,79,2
Lighter Shade Of Brown,"Hey D.J. (From ""Mi Vida Loca"")",1994-06-18,43,18
Lighter Shade Of Brown,Homies,1993-04-17,57,19
Lighter Shade Of Brown,On A Sunday Afternoon,1992-04-11,39,20
Lighter Shade Of Brown Featuring Teardrop & Shiro,Latin Active,1991-10-05,59,12
Lighthouse,I Just Wanna Be Your Friend,1972-05-06,93,2
Lighthouse,One Fine Morning,1971-11-27,24,12
Lighthouse,Pretty Lady,1973-12-22,53,8
Lighthouse,Sunny Days,1972-12-23,34,12
Lighthouse,Take It Slow (Out In The Country),1972-01-22,64,7
Lightning Seeds,Pure,1990-08-25,31,15
Lightning Seeds,The Life Of Riley,1992-05-02,98,2
Lil Baby,All In,2020-07-04,45,8
Lil Baby,Can't Explain,2020-03-14,99,1
Lil Baby,Close Friends,2019-06-22,28,33
Lil Baby,Crush A Lot,2018-12-15,82,1
Lil Baby,Deep End,2018-10-20,97,1
Lil Baby,Emotionally Scarred,2020-08-29,31,25
Lil Baby,Errbody,2020-12-26,41,2
Lil Baby,Get Ugly,2020-03-14,54,1
Lil Baby,Global,2018-12-15,91,1
Lil Baby,How,2020-03-14,59,1
Lil Baby,Humble,2020-05-16,86,1
Lil Baby,Low Down,2020-05-16,81,1
Lil Baby,My Dawg,2018-02-03,77,7
Lil Baby,On Me,2021-06-12,15,26
Lil Baby,Pure Cocaine,2019-05-04,46,16
Lil Baby,Same Thing,2020-03-14,78,1
Lil Baby,Social Distancing,2020-05-16,65,1
Lil Baby,Southside,2018-06-02,79,1
Lil Baby,Sum 2 Prove,2020-06-06,16,20
Lil Baby,The Bigger Picture,2020-11-07,3,20
Lil Baby,Woah,2020-04-11,15,21
Lil Baby,Word On The Street,2018-12-15,98,1
Lil Baby & 42 Dugg,Grace,2020-07-11,48,15
Lil Baby & 42 Dugg,We Paid,2020-10-10,10,22
Lil Baby & DaBaby,Baby,2020-01-11,21,21
Lil Baby & Drake,Yes Indeed,2018-12-08,6,29
Lil Baby & Gunna,Belly,2018-10-20,80,1
Lil Baby & Gunna,Business Is Business,2018-10-20,61,1
Lil Baby & Gunna,Drip Too Hard,2019-05-25,4,35
Lil Baby & Gunna,Heatin Up,2020-05-16,18,7
Lil Baby & Gunna,I Am,2018-10-20,98,1
Lil Baby & Gunna Featuring Drake,Never Recover,2018-12-08,15,8
Lil Baby & Gunna Featuring Lil Durk & NAV,Off White VLONE,2018-10-20,54,1
Lil Baby & Lil Durk,2040,2021-06-26,31,2
Lil Baby & Lil Durk,How It Feels,2021-07-03,34,3
Lil Baby & Lil Durk,If You Want To,2021-06-19,99,1
Lil Baby & Lil Durk,Lying,2021-06-19,70,1
Lil Baby & Lil Durk,Man Of My Word,2021-06-19,60,1
Lil Baby & Lil Durk,Medical,2021-06-19,67,1
Lil Baby & Lil Durk,Okay,2021-06-19,58,1
Lil Baby & Lil Durk,Please,2021-06-19,79,1
Lil Baby & Lil Durk,Still Hood,2021-06-19,56,1
Lil Baby & Lil Durk,That's Facts,2021-06-19,73,1
Lil Baby & Lil Durk,Voice Of The Heroes,2021-06-26,21,3
Lil Baby & Lil Durk,Who I Want,2021-06-19,46,1
Lil Baby & Moneybagg Yo,No Sucker,2020-03-14,58,1
Lil Baby & Young Thug,We Should,2020-03-14,91,1
Lil Baby Featuring EST Gee,Real As It Gets,2021-04-24,34,6
Lil Baby Featuring Future,Live Off My Closet,2020-03-14,28,1
Lil Baby Featuring Future,Out The Mud,2019-07-20,70,3
Lil Baby Featuring Gunna,Ready,2018-12-15,66,1
Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,2018-07-07,74,6
Lil Baby Featuring Lil Uzi Vert,Commercial,2020-03-21,23,2
Lil Baby Featuring Lil Wayne,Forever,2020-03-14,64,1
Lil Baby Featuring Meek Mill,Time,2018-12-15,62,1
"Lil Baby, Lil Durk & Meek Mill",Still Runnin,2021-07-03,43,3
"Lil Baby, Lil Durk & Rod Wave",Rich Off Pain,2021-06-19,68,1
"Lil Baby, Lil Durk & Travis Scott",Hats Off,2021-08-28,16,11
"Lil Baby, Lil Durk & Young Thug",Up The Side,2021-06-19,80,1
Lil Boosie Featuring Foxx & Webbie,Wipe Me Down,2007-09-15,38,18
Lil Bow Wow,Bow Wow (That's My Name),2001-04-21,21,20
Lil Bow Wow,Ghetto Girls,2001-09-08,91,4
Lil Bow Wow,Take Ya Home,2002-05-25,72,7
Lil Bow Wow Featuring Jagged Edge,Puppy Love,2001-05-26,75,7
Lil Bow Wow Featuring Jagged Edge & Fundisha,Thank You,2002-02-02,93,5
Lil Bow Wow Featuring Xscape,Bounce With Me,2001-01-13,20,20
Lil Dicky,Earth,2019-06-08,17,6
Lil Dicky Featuring Chris Brown,Freaky Friday,2018-08-11,8,20
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,2016-03-19,71,19
Lil Durk,Backdoor,2021-02-13,62,4
Lil Durk,Death Ain't Easy,2021-01-09,93,1
Lil Durk,Hellcats & Trackhawks,2021-05-22,69,9
Lil Durk,Kanye Krazy,2021-02-13,91,1
Lil Durk,Pissed Me Off,2021-11-06,39,2
Lil Durk,Redman,2021-01-09,71,1
Lil Durk,Refugee,2021-01-09,86,1
Lil Durk,The Voice,2020-09-19,62,1
Lil Durk,Viral Moment,2020-05-23,91,1
Lil Durk & King Von,Still Trappin',2021-03-27,53,12
Lil Durk Featuring Lil Baby,Finesse Out The Gang Way,2021-03-27,39,7
Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,2020-10-31,43,16
Lil Durk Featuring Pooh Shiesty,Should've Ducked,2021-02-13,53,1
"Lil Durk, 6LACK & Young Thug",Stay Down,2021-02-13,73,4
Lil Jon & The East Side Boyz Featuring Lil Scrappy,What U Gon' Do,2005-03-12,22,19
"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",Bia' Bia',2001-09-08,94,3
Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,2005-04-23,3,22
Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,2004-03-06,2,45
Lil Jon Featuring 3OH!3,Hey,2010-07-03,62,2
Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,Snap Yo Fingers,2006-10-14,7,28
Lil Jon Featuring LMFAO,Outta Your Mind,2010-07-17,84,1
Lil Jon Featuring Tyga,Bend Ova,2014-10-11,92,3
Lil Louis,French Kiss,1990-01-13,50,13
Lil Mama,Lip Gloss,2007-08-25,10,11
Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,2008-05-24,10,12
Lil Mosey,Blueberry Faygo,2020-10-03,8,33
Lil Mosey,Kamikaze,2018-11-10,97,1
Lil Mosey,Noticed,2018-12-08,80,10
Lil Mosey x Gunna,Stuck In A Dream,2019-11-30,62,4
Lil Nas X,Dead Right Now,2021-10-02,72,1
Lil Nas X,Holiday,2021-02-13,37,12
Lil Nas X,Lost In The Citadel,2021-10-02,90,1
Lil Nas X,Montero (Call Me By Your Name),2021-11-06,1,31
Lil Nas X,Panini,2020-02-08,5,32
Lil Nas X,Sun Goes Down,2021-10-02,66,2
Lil Nas X,Tales Of Dominica,2021-10-02,86,1
Lil Nas X,Thats What I Want,2021-11-06,10,6
Lil Nas X & Cardi B Or Nas,Rodeo,2020-02-22,22,9
Lil Nas X & Jack Harlow,Industry Baby,2021-11-06,1,14
Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,2020-01-18,1,45
Lil Nas X Featuring Doja Cat,Scoop,2021-10-02,42,1
Lil Nas X Featuring Elton John,One Of Me,2021-10-02,88,1
Lil Nas X Featuring Megan Thee Stallion,Dolla Sign Slime,2021-10-02,47,1
Lil Nas X Featuring Miley Cyrus,Am I Dreaming,2021-10-02,97,1
Lil Peep,Awful Things,2017-12-09,79,1
Lil Peep & XXXTENTACION,Falling Down,2018-12-08,13,11
Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,2019-05-18,62,9
Lil Pump,Butterfly Doors,2019-01-26,81,2
Lil Pump,Drug Addicts,2018-07-21,83,1
Lil Pump,Esskeetit,2018-07-14,24,12
Lil Pump,Gucci Gang,2018-03-03,3,24
Lil Pump Featuring Lil Wayne,Be Like Me,2019-03-09,72,1
Lil Rob,Bring Out The Freak In You,2006-04-08,85,7
Lil Rob,Summer Nights,2005-09-24,36,14
Lil Scrappy,No Problem,2004-11-27,29,20
Lil Scrappy Featuring Young Buck,Money In The Bank,2007-02-10,28,20
Lil Skies,I,2019-04-06,39,4
Lil Skies,Lust,2018-06-16,87,4
Lil Skies Featuring Landon Cube,Nowadays,2018-04-14,55,13
Lil Skies Featuring Landon Cube,Red Roses,2018-06-02,69,20
Lil Skies Featuring Yung Pinch,I Know You,2018-07-07,79,3
Lil Suzy,Can't Get You Out Of My Mind,1997-10-04,79,10
Lil Suzy,I Still Love You,1998-11-28,94,1
Lil Suzy,Promise Me,1995-04-22,62,18
Lil Suzy,Take Me In Your Arms,1992-11-07,67,19
Lil Tecca,Did It Again,2019-10-12,64,7
Lil Tecca,Love Me,2019-09-14,97,1
Lil Tecca,Never Left,2021-05-29,56,2
Lil Tecca,Out Of Luck,2019-09-14,80,1
Lil Tecca,Ran$om,2020-01-11,4,31
Lil Tecca,Shots,2019-09-14,84,1
Lil Tecca & Gunna,Repeat It,2021-09-11,80,3
Lil Tecca & Lil Uzi Vert,Dolly,2020-10-03,80,1
Lil Tecca & Polo G Featuring Lil Durk,When You Down,2020-10-03,90,1
Lil Tjay,20/20,2020-01-18,94,1
Lil Tjay,F.N,2019-12-14,56,14
Lil Tjay Featuring 6LACK,Calling My Phone,2021-07-24,3,22
Lil Tjay Featuring Fivio Foreign & Pop Smoke,Zoo York,2020-05-23,65,1
Lil Tjay Featuring Offset & Moneybagg Yo,Run It Up,2021-05-01,50,3
"Lil Tjay, Fivio Foreign & Kay Flock",Not In The Mood,2021-11-06,61,1
"Lil Tjay, Polo G & Fivio Foreign",Headshot,2021-05-22,42,8
Lil Uzi Vert,444+222,2017-09-30,60,3
Lil Uzi Vert,Baby Pluto,2020-04-11,6,4
Lil Uzi Vert,Bigger Than Life,2020-03-21,33,1
Lil Uzi Vert,Bust Me,2020-03-21,51,1
Lil Uzi Vert,Celebration Station,2020-03-21,34,1
Lil Uzi Vert,Chrome Heart Tags,2020-03-21,45,1
Lil Uzi Vert,Come This Way,2020-03-28,83,1
Lil Uzi Vert,Dark Queen,2017-09-23,91,2
Lil Uzi Vert,For Real,2017-09-16,82,1
Lil Uzi Vert,Futsal Shuffle 2020,2020-03-28,5,11
Lil Uzi Vert,Homecoming,2020-03-28,22,2
Lil Uzi Vert,I Can Show You,2020-03-28,66,1
Lil Uzi Vert,I'm Sorry,2020-03-21,37,1
Lil Uzi Vert,Lo Mein,2020-04-04,8,3
Lil Uzi Vert,Lotus,2020-03-28,45,1
Lil Uzi Vert,Money Longer,2016-11-26,54,22
Lil Uzi Vert,Moon Relate,2020-03-28,62,1
Lil Uzi Vert,Myron,2020-05-09,13,7
Lil Uzi Vert,New Patek,2018-11-10,24,7
Lil Uzi Vert,No Sleep Leak,2017-09-16,90,1
Lil Uzi Vert,P2,2020-04-25,11,6
Lil Uzi Vert,POP,2020-03-21,28,1
Lil Uzi Vert,Prices,2020-03-28,25,2
Lil Uzi Vert,Sanguine Paradise,2019-08-24,28,16
Lil Uzi Vert,Sasuke,2020-05-09,65,1
Lil Uzi Vert,Sauce It Up,2017-12-23,49,15
Lil Uzi Vert,Secure The Bag,2020-03-21,72,1
Lil Uzi Vert,Silly Watch,2020-03-28,9,2
Lil Uzi Vert,That Way,2020-06-20,20,12
Lil Uzi Vert,That's A Rack,2019-05-25,76,5
Lil Uzi Vert,Trap This Way (This Way),2020-03-28,68,1
Lil Uzi Vert,Two,2017-09-16,80,1
Lil Uzi Vert,Venetia,2020-03-21,39,1
Lil Uzi Vert,X,2017-09-23,81,2
Lil Uzi Vert,XO TOUR Llif3,2017-12-02,7,34
Lil Uzi Vert,You Better Move,2020-03-21,36,1
Lil Uzi Vert,You Was Right,2017-02-04,40,28
Lil Uzi Vert & 21 Savage,Yessirskiii,2020-04-04,26,2
Lil Uzi Vert Featuring Chief Keef,Bean (Kobe),2020-04-04,19,2
Lil Uzi Vert Featuring Future,Wassup,2020-03-28,54,1
Lil Uzi Vert Featuring Lil Durk,No Auto,2020-03-28,76,1
Lil Uzi Vert Featuring NAV,Leaders,2020-03-28,72,1
Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,2018-02-10,24,23
Lil Uzi Vert Featuring Pharrell Williams,Neon Guts,2017-09-23,79,2
Lil Uzi Vert Featuring Syd,Urgency,2020-03-21,76,1
Lil Uzi Vert Featuring The Weeknd,UnFazed,2017-09-16,84,1
Lil Uzi Vert Featuring Young Nudy,Money Spread,2020-03-28,89,1
Lil Uzi Vert Featuring Young Thug,Got The Guap,2020-03-28,87,1
Lil Uzi Vert Featuring Young Thug & Gunna,Strawberry Peels,2020-03-28,60,1
Lil Wayne,3 Peat,2008-06-28,66,1
Lil Wayne,A Milli,2008-10-11,6,23
Lil Wayne,Bill Gates,2010-10-16,75,1
Lil Wayne,Blunt Blowin,2012-01-14,33,6
Lil Wayne,Can't Be Broken,2018-10-20,17,2
Lil Wayne,Dedicate,2018-10-20,14,2
Lil Wayne,Demon,2018-10-13,81,1
Lil Wayne,Fireman,2006-03-11,32,17
Lil Wayne,Funeral,2020-02-15,88,1
Lil Wayne,Go D.J.,2005-02-12,14,20
Lil Wayne,Hittas,2018-10-13,59,1
Lil Wayne,Hot Revolver,2009-04-18,33,3
Lil Wayne,How To Love,2011-11-19,5,24
Lil Wayne,Hustler Musik,2006-06-17,87,6
Lil Wayne,I Am Not A Human Being,2010-10-16,65,1
Lil Wayne,I'm Me,2008-02-16,97,1
Lil Wayne,I'm Single,2010-05-29,82,1
Lil Wayne,Let It All Work Out,2018-10-13,75,1
Lil Wayne,Mahogany,2020-02-15,61,1
Lil Wayne,Mama Mia,2020-02-15,87,1
Lil Wayne,MegaMan,2011-09-17,52,1
Lil Wayne,Mess,2018-10-13,74,1
Lil Wayne,Nightmares Of The Bottom,2011-09-17,90,1
Lil Wayne,On Fire,2010-01-02,62,2
Lil Wayne,Open Letter,2018-10-13,47,1
Lil Wayne,Open Safe,2018-10-13,62,1
Lil Wayne,Perfect Strangers,2018-10-13,86,1
Lil Wayne,President Carter,2011-09-17,94,1
Lil Wayne,Problems,2018-10-13,57,1
Lil Wayne,Took His Time,2018-10-13,65,1
Lil Wayne,Uproar,2019-02-23,7,20
Lil Wayne,Used 2,2018-10-13,78,1
Lil Wayne,Way Of Life,2002-09-21,71,12
Lil Wayne & Charlie Puth,Nothing But Trouble (Instagram Models),2015-11-14,86,7
Lil Wayne Featuring 2 Chainz,Rich As F**k,2013-08-17,38,20
Lil Wayne Featuring Ashanti & Mack Maine,Start This S**t Off Right,2018-10-13,76,1
Lil Wayne Featuring Big Sean,My Homies Still,2012-09-15,38,13
Lil Wayne Featuring Big Sean & Lil Baby,I Do It,2020-02-22,33,2
Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer,2009-01-31,16,22
Lil Wayne Featuring Bruno Mars,Mirror,2012-04-28,16,17
Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,2011-05-21,9,21
Lil Wayne Featuring Detail,No Worries,2013-02-16,29,22
Lil Wayne Featuring Drake,Believe Me,2014-10-25,26,20
Lil Wayne Featuring Drake,Gonorrhea,2010-10-30,17,3
Lil Wayne Featuring Drake,Right Above It,2011-02-12,6,24
Lil Wayne Featuring Drake,She Will,2012-01-21,3,21
Lil Wayne Featuring Drake & Future,Love Me,2013-06-29,9,22
Lil Wayne Featuring Drake & Jadakiss,It's Good,2011-09-17,79,1
Lil Wayne Featuring Eminem,Drop The World,2010-05-29,18,20
Lil Wayne Featuring Gudda,F**k Today,2010-02-20,76,1
Lil Wayne Featuring Jay-Z,Mr. Carter,2008-10-11,62,17
Lil Wayne Featuring John Legend,So Special,2011-09-17,95,1
Lil Wayne Featuring Juelz Santana & Fabolous,You Ain't Got Nuthin,2008-06-21,81,1
Lil Wayne Featuring Kendrick Lamar,Mona Lisa,2018-12-01,2,8
Lil Wayne Featuring Nicki Minaj,Dark Side Of The Moon,2018-10-13,26,1
Lil Wayne Featuring Nicki Minaj,Knockout,2010-03-20,44,5
Lil Wayne Featuring Nicki Minaj,What's Wrong With Them,2010-10-16,42,1
Lil Wayne Featuring Nivea,Dope New Gospel,2018-10-13,90,1
Lil Wayne Featuring Reginae Carter,Famous,2018-10-13,36,1
Lil Wayne Featuring Rich The Kid,Feelin Like Tunechi,2021-10-16,91,1
Lil Wayne Featuring Rick Ross,John,2011-08-20,22,20
