artists,title,date,accousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness
Justin Timberlake,Not a Bad Thing,2014-06-07,0.527,0.308,688453,0.563,4.58e-06,0.134,0.0719
Justin Timberlake,Rock Your Body,2003-06-14,0.201,0.892,267267,0.714,0.000234,0.0521,0.141
Justin Timberlake,Summer Love,2007-07-14,0.0756,0.606,252973,0.591,0.0,0.328,0.087
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),2007-04-14,0.122,0.687,448573,0.723,0.00102,0.573,0.0709
"Justin Timberlake, Chris Stapleton",Say Something (feat. Chris Stapleton),2018-02-10,0.103,0.707,278893,0.632,1.09e-05,0.0841,0.0789
"Justin Timberlake, JAY-Z",Suit & Tie (feat. Jay-Z),2013-05-11,0.103,0.795,326280,0.596,0.0,0.164,0.219
"Justin Timberlake, T.I.",My Love (feat. T.I.),2007-01-27,0.277,0.771,276160,0.68,1.18e-05,0.682,0.224
"Justin Timberlake, Timbaland",SexyBack (feat. Timbaland),2006-11-25,0.0584,0.967,242733,0.583,0.0,0.0519,0.0789
Jørgen Ingmann,Apache,1961-04-17,0.894,0.644,175520,0.492,0.922,0.117,0.0468
K-Ci & JoJo,All My Life,1998-06-20,0.114,0.629,331240,0.511,3.91e-06,0.0588,0.0326
K-Ci & JoJo,Tell Me It's Real,1999-08-28,0.189,0.696,278600,0.521,0.0,0.117,0.0343
K.P. & Envyi,Swing My Way,1998-03-21,0.00323,0.557,249213,0.865,0.0,0.106,0.139
K.W.S.,Please Don't Go,1992-10-24,0.0437,0.725,373600,0.954,0.0857,0.132,0.0375
KC & The Sunshine Band,Get Down Tonight - 2004 Remaster,1975-09-13,0.137,0.671,317160,0.776,0.00649,0.394,0.0282
KC & The Sunshine Band,I'm Your Boogie Man,1977-06-18,0.0144,0.753,242133,0.753,4.43e-05,0.0711,0.0436
KC & The Sunshine Band,Keep It Comin' Love,1977-10-29,0.232,0.773,271493,0.721,1.61e-05,0.0349,0.0294
KC & The Sunshine Band,Please Don't Go - Single Version,1980-01-19,0.00888,0.482,230533,0.615,1.78e-06,0.0431,0.0398
KC & The Sunshine Band,That's the Way (I Like It) - 2004 Remaster,1976-01-10,0.191,0.68,185107,0.877,0.000656,0.349,0.0353
KISS,Beth,1976-12-04,0.878,0.387,165667,0.238,0.000715,0.194,0.0339
KISS,Forever,1990-04-21,0.254,0.435,232640,0.666,1.4e-05,0.0541,0.031
"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),2017-05-27,0.378,0.746,253107,0.653,0.0,0.229,0.289
"Kai Winding, Kenny Burrell",More (Theme From Mondo Cane),1963-08-31,0.00711,0.435,122373,0.554,0.914,0.161,0.0308
Kajagoogoo,Too Shy,1983-07-16,0.127,0.702,221520,0.871,4.18e-05,0.0819,0.0926
Kalin Twins,When,1958-09-01,0.541,0.666,146573,0.468,4.09e-05,0.119,0.0315
Kam from Philly,Can’t Nobody Hold Me Down (Prod By. DBeatz),1997-05-24,0.0095,0.465,231993,0.731,0.0,0.162,0.312
Kansas,Dust in the Wind,1978-05-13,0.367,0.475,206267,0.322,0.00056,0.11,0.0283
Kanye West,Follow God,2019-11-09,0.000248,0.529,104591,0.9,1.21e-05,0.0426,0.418
Kanye West,Heartless,2009-04-04,0.0515,0.79,211000,0.647,0.0,0.248,0.136
Kanye West,Hurricane,2021-09-11,0.0466,0.587,243187,0.561,0.0,0.109,0.146
Kanye West,Jail,2021-09-11,0.535,0.458,297000,0.571,0.000305,0.0846,0.0949
Kanye West,Love Lockdown,2009-01-17,0.0542,0.76,270307,0.524,0.5,0.112,0.0323
Kanye West,Stronger,2007-12-01,0.00564,0.617,311867,0.717,0.0,0.408,0.153
Kanye West,Yikes,2018-06-16,0.15,0.683,188773,0.776,0.0,0.227,0.341
"Kanye West, Jamie Foxx",Gold Digger,2006-01-21,0.0195,0.629,207627,0.696,0.0,0.0554,0.348
"Kanye West, Lil Pump",I Love It (& Lil Pump),2018-10-06,0.0114,0.901,127947,0.522,0.0,0.259,0.33
"Kanye West, Syleena Johnson",All Falls Down,2004-05-29,0.149,0.657,223507,0.734,0.0,0.139,0.484
"Kanye West, T-Pain",Good Life,2007-12-29,0.00305,0.439,207000,0.808,0.0,0.439,0.346
Karaoke - Dixie Chicks,Karaoke - Landslide,2003-03-29,0.298,0.604,227004,0.522,0.0533,0.092,0.0271
Karaoke - Terence Trent D'arby,Karaoke - Wishing Well,1988-05-14,0.0219,0.763,209006,0.696,0.777,0.0614,0.0353
"Kardinal Offishall, Akon",Dangerous,2008-09-20,0.00437,0.949,246053,0.79,0.0,0.0816,0.0756
Karyn White,Romantic,1991-11-16,0.484,0.68,247160,0.941,7.43e-05,0.0656,0.0374
Karyn White,Secret Rendezvous,1989-09-02,0.0503,0.733,337400,0.689,0.00115,0.0656,0.0388
Karyn White,Superwoman,1989-04-15,0.322,0.623,347453,0.722,0.0,0.159,0.0321
Karyn White,The Way You Love Me,1989-02-04,0.0712,0.797,294720,0.785,0.0,0.0691,0.0723
Kathy Young & The Innocents,A Thousand Stars,1961-01-02,0.879,0.298,196173,0.261,0.0,0.116,0.0318
Katrina & The Waves,Walking On Sunshine,1985-06-22,0.0116,0.596,238733,0.869,0.173,0.0678,0.037
Katy Perry,E.T.,2011-07-23,0.0178,0.602,206373,0.863,0.0,0.389,0.0773
Katy Perry,Firework,2011-03-19,0.141,0.638,227893,0.832,0.0,0.113,0.049
Katy Perry,Hot N Cold,2009-01-31,7.95e-05,0.706,220227,0.841,0.0,0.0688,0.0418
Katy Perry,I Kissed A Girl,2008-09-13,0.00223,0.699,179640,0.76,0.0,0.132,0.0677
Katy Perry,Last Friday Night (T.G.I.F.),2011-09-17,0.00125,0.652,230733,0.812,3.01e-05,0.667,0.0409
Katy Perry,Part Of Me,2012-04-28,0.000354,0.667,216160,0.922,0.0,0.0867,0.0353
Katy Perry,Roar,2014-01-11,0.00492,0.671,223546,0.771,7.28e-06,0.354,0.0316
Katy Perry,Teenage Dream,2010-11-13,0.0162,0.719,227741,0.798,2.34e-06,0.134,0.0361
Katy Perry,The One That Got Away,2012-02-11,0.000812,0.691,227333,0.795,1.02e-06,0.156,0.0355
Katy Perry,Waking Up In Vegas,2009-08-08,0.0012,0.524,199187,0.878,0.0,0.098,0.0346
Katy Perry,Wide Awake,2012-09-15,0.0749,0.514,220947,0.683,2.64e-06,0.392,0.0367
"Katy Perry, Juicy J",Dark Horse,2014-06-14,0.00314,0.647,215672,0.585,0.0,0.165,0.0512
"Katy Perry, Skip Marley",Chained To The Rhythm,2017-03-11,0.0814,0.562,237733,0.8,0.0,0.199,0.112
"Katy Perry, Snoop Dogg",California Gurls,2010-09-18,0.0038,0.788,234653,0.753,0.0,0.18,0.0536
Keeping Harvey Company,Keep on Livin',1996-06-01,0.0019,0.499,242987,0.686,0.096,0.0913,0.0279
Keith,98.6,1967-02-18,0.38,0.542,187400,0.335,0.0,0.0828,0.0383
"Keith Hagger, Stewart Baxter","Live Fast, Die Young",2013-01-12,0.778,0.709,185907,0.366,4.08e-05,0.0992,0.0289
"Keith Richards, The Rolling Stones","Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",1966-11-05,0.283,0.373,154000,0.834,0.769,0.235,0.0366
Keith Sweat,I Want Her,1988-04-09,0.00219,0.757,221400,0.496,9.27e-05,0.0395,0.0467
Keith Sweat,I’ll Give All My Love to You,1991-02-23,0.539,0.575,392173,0.467,0.0,0.12,0.0415
Keith Sweat,Twisted,1996-11-09,0.393,0.615,260667,0.514,0.0,0.248,0.0466
"Keith Sweat, Athena Cage",Nobody (feat. Athena Cage),1997-03-08,0.484,0.699,264773,0.492,0.0,0.0482,0.0318
Kelis,Milkshake - Radio Mix,2004-02-07,0.00862,0.891,182627,0.77,0.0315,0.155,0.0439
Kelly Clarkson,A Moment Like This,2002-11-16,0.163,0.414,228280,0.572,0.0,0.115,0.0311
Kelly Clarkson,Because of You,2005-12-31,0.254,0.583,219493,0.584,0.0,0.123,0.0314
Kelly Clarkson,Behind These Hazel Eyes,2005-09-10,0.00165,0.548,198973,0.889,0.00109,0.197,0.0382
Kelly Clarkson,Breakaway,2005-02-12,0.0298,0.446,237000,0.701,8.89e-06,0.0931,0.0295
Kelly Clarkson,Miss Independent,2003-08-02,0.0861,0.655,214787,0.623,0.000346,0.0652,0.116
Kelly Clarkson,Mr. Know It All,2011-11-12,0.0284,0.676,232520,0.807,0.0,0.0701,0.029
Kelly Clarkson,My Life Would Suck Without You,2009-04-11,0.0014,0.526,211493,0.882,0.0,0.144,0.0509
Kelly Clarkson,Never Again,2007-06-09,0.00168,0.514,217293,0.91,0.00187,0.224,0.0714
Kelly Clarkson,Piece by Piece - Idol Version,2016-03-19,0.904,0.561,212280,0.245,0.0,0.0933,0.0344
Kelly Clarkson,Since U Been Gone,2005-06-25,0.00165,0.662,188960,0.741,0.0303,0.114,0.0334
Kelly Clarkson,Stronger (What Doesn't Kill You),2012-05-19,0.046,0.562,221947,0.939,0.0,0.112,0.0475
Kelsea Ballerini,Get over Yourself,2001-04-21,0.0307,0.523,200067,0.787,0.0,0.154,0.0778
Kendrick Lamar,DNA.,2017-05-13,0.00454,0.638,185947,0.523,0.0,0.0842,0.357
Kendrick Lamar,HUMBLE.,2017-07-29,0.000282,0.908,177000,0.621,5.39e-05,0.0958,0.102
"Kendrick Lamar, SZA",All The Stars (with SZA),2018-03-24,0.0605,0.698,232187,0.633,0.000194,0.0926,0.0597
Kenny Ball & His Jazzmen,Midnight In Moscow,1962-04-14,0.588,0.45,178880,0.329,0.271,0.124,0.0508
Kenny G,Auld Lang Syne,2000-01-15,0.162,0.255,293133,0.34,0.598,0.115,0.0334
Kenny G,Songbird,1987-07-11,0.0532,0.324,303333,0.358,0.822,0.106,0.0367
Kenny Loggins,"Danger Zone - From ""Top Gun"" Original Soundtrack",1986-08-09,0.241,0.544,215133,0.897,0.0,0.13,0.0471
Kenny Loggins,Footloose,1984-05-19,0.0819,0.546,220707,0.895,1.42e-05,0.0768,0.0579
Kenny Loggins,"I'm Alright - Theme from ""Caddyshack""",1980-10-25,0.128,0.554,226373,0.833,1.75e-06,0.3,0.0459
Kenny Loggins,"Nobody's Fool (Theme from ""Caddyshack II"")",1988-09-24,0.176,0.674,257733,0.676,0.0,0.0873,0.0367
Kenny Loggins,Your Mama Don't Dance - Live,1973-02-03,0.00494,0.441,253190,0.625,0.0138,0.69,0.0753
"Kenny Loggins, Stevie Nicks","Whenever I Call You ""Friend"" (feat. Stevie Nicks)",1978-11-18,0.114,0.461,237827,0.551,0.0,0.11,0.0345
Kenny Nolan,I Like Dreamin',1977-03-26,0.47,0.391,212067,0.503,2.76e-05,0.0667,0.0337
Kenny Rogers,Coward Of The County,1980-02-23,0.134,0.652,258733,0.433,7.37e-06,0.146,0.0588
Kenny Rogers,I Don't Need You,1981-08-22,0.116,0.501,208867,0.3,1.54e-05,0.219,0.0328
Kenny Rogers,Lady,1981-01-17,0.861,0.362,231867,0.183,0.000234,0.0932,0.0347
Kenny Rogers,Lucille,1977-06-25,0.724,0.646,220867,0.362,0.0,0.134,0.0312
Kenny Rogers,She Believes In Me,1979-07-21,0.484,0.32,258720,0.413,4.97e-06,0.346,0.0314
Kenny Rogers,You Decorated My Life,1979-11-24,0.662,0.264,218133,0.307,0.0,0.101,0.0341
"Kenny Rogers, Kim Carnes",Don't Fall In Love With A Dreamer,1980-06-07,0.531,0.575,222067,0.219,0.0,0.0946,0.0274
"Kenny Rogers, Sheena Easton",We've Got Tonight,1983-04-09,0.767,0.543,234560,0.227,4.29e-05,0.103,0.0298
"Keri Hilson, Kanye West, Ne-Yo",Knock You Down,2009-09-12,0.00952,0.588,326187,0.877,0.0,0.171,0.16
Kesha,TiK ToK,2010-04-10,0.0991,0.755,199693,0.837,0.0,0.289,0.142
"Kesha, 3OH!3",Blah Blah Blah (feat. 3OH!3),2010-01-23,0.0843,0.752,172053,0.836,0.000425,0.424,0.115
Ketty Lester,Love Letters (Alternate Take),1962-04-21,0.734,0.582,162840,0.421,0.0629,0.157,0.0279
Kevin Lyttle,Turn Me On,2004-09-18,0.0405,0.677,192107,0.682,0.0,0.0351,0.0361
"Kevin Rudolf, Lil Wayne",Let It Rock,2009-01-31,0.000683,0.607,231173,0.783,0.0,0.0678,0.0397
Kevon Edmonds,24/7,1999-12-25,0.0685,0.696,274267,0.627,0.0,0.0993,0.0334
"Keyshia Cole, Missy Elliott, Lil' Kim",Let It Go,2007-10-13,0.197,0.806,238333,0.721,0.0,0.209,0.215
Khalid,Better,2019-04-20,0.0765,0.596,229320,0.552,0.334,0.104,0.097
"Khalid, Disclosure",Talk (feat. Disclosure),2019-09-14,0.0516,0.9,197573,0.4,0.0,0.0599,0.127
"Khalid, Normani",Love Lies (with Normani),2018-11-03,0.0956,0.708,201707,0.648,0.0,0.134,0.0449
Kid Cudi,Day 'N' Nite (nightmare),2009-06-13,0.48,0.881,221240,0.441,9.08e-06,0.119,0.0646
"Kid Rock, Sheryl Crow",Picture (feat. Sheryl Crow),2003-05-24,0.172,0.692,298960,0.496,6.42e-06,0.107,0.0241
Kids Dance Party,Chicken Dance,2006-01-14,0.0231,0.813,128426,0.433,0.613,0.091,0.0284
Kim Carnes,Bette Davis Eyes,1981-08-01,0.0204,0.675,228000,0.649,0.0,0.0959,0.0319
Kim Carnes,More Love,1980-08-30,0.397,0.515,215987,0.498,2.24e-06,0.101,0.0526
Kim Wilde,You Keep Me Hangin On,1987-06-20,0.0806,0.686,255220,0.682,0.000155,0.14,0.033
Kimberly Locke,A Dream Is A Wish Your Heart Makes - Pop Version,2007-06-23,0.599,0.437,281413,0.418,0.0,0.144,0.0288
King Floyd,Groove Me,1971-02-20,0.26,0.908,183267,0.421,0.00065,0.0805,0.0648
Kings of Leon,Use Somebody,2009-10-24,0.00552,0.276,230760,0.715,0.000417,0.201,0.0432
Klymaxx,I Miss You,1986-01-25,0.499,0.553,333267,0.345,0.0,0.252,0.0342
Knoble,SOUTH ON 95 (interlude),2021-05-29,0.194,0.91,61504,0.424,0.00172,0.117,0.142
Knox,I Don’t Wanna Know,2017-02-25,0.227,0.705,180556,0.808,0.0,0.0733,0.0787
Kodak Black,Tunnel Vision,2017-04-22,0.0576,0.497,268187,0.489,9.91e-05,0.122,0.294
"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),2019-01-26,0.0521,0.861,228760,0.603,0.0,0.0924,0.176
Kokomo,Asia Minor - Rerecorded,1961-04-17,0.767,0.7,120734,0.584,0.963,0.318,0.0274
"Kookie Freeman, Kookie Freeman Velvet Sound",Kookie Woogie - Remastered,1959-06-15,0.1,0.491,212142,0.508,0.867,0.104,0.0365
Kool & The Gang,Celebration,1981-03-14,0.145,0.885,298867,0.664,0.0483,0.0767,0.0524
Kool & The Gang,Cherish - Single Version,1985-10-12,0.135,0.643,238000,0.568,0.0,0.195,0.0222
Kool & The Gang,Fresh,1985-06-08,0.00912,0.838,266560,0.381,0.0988,0.0364,0.0351
Kool & The Gang,Get Down On It - Single Version,1982-05-29,0.156,0.877,211680,0.56,0.000139,0.0535,0.0621
Kool & The Gang,Hollywood Swinging,1974-07-06,0.0195,0.623,279933,0.824,0.13,0.0491,0.0479
Kool & The Gang,Joanna,1984-02-25,0.0542,0.867,261528,0.434,7e-05,0.144,0.0332
Kool & The Gang,Jungle Boogie,1974-03-23,0.115,0.808,186533,0.85,0.000109,0.316,0.0868
Kool & The Gang,Ladies Night - Single Version,1980-01-19,0.186,0.651,208733,0.777,0.0,0.0474,0.167
Kool & The Gang,Misled,1985-03-09,0.012,0.827,246293,0.643,0.00239,0.0365,0.0455
Kool & The Gang,Stone Love,1987-05-02,0.068,0.693,275040,0.575,0.000704,0.249,0.0313
Kool & The Gang,Too Hot - Single Version,1980-04-12,0.175,0.694,226493,0.566,0.0,0.339,0.124
Kool & The Gang,Victory,1987-01-24,0.00594,0.809,278293,0.571,0.0313,0.0624,0.0534
Korn,Earache My Eye,1974-10-12,0.00129,0.37,386560,0.589,0.0105,0.868,0.133
Kris Kross,Jump,1992-07-11,0.000501,0.749,195107,0.745,0.00403,0.333,0.164
"Kygo, Selena Gomez",It Ain’t Me (with Selena Gomez),2017-06-10,0.119,0.64,220781,0.533,0.0,0.0864,0.0706
Kylie Minogue,Can’t Get You Out of My Head,2002-03-30,0.0269,0.768,231480,0.55,0.582,0.0889,0.034
Kylie Minogue,The Loco-Motion,1988-11-26,0.385,0.748,193920,0.915,0.0585,0.0235,0.0376
Kyu Sakamoto,Sukiyaki,1995-02-25,0.707,0.415,189520,0.359,6.53e-05,0.319,0.0334
LEN,Steal My Sunshine,1999-11-20,0.394,0.412,265533,0.829,0.0,0.108,0.529
LFO,Girl On TV,2000-01-01,0.131,0.688,247600,0.716,0.0,0.134,0.0297
LFO,Summer Girls,1999-09-25,0.161,0.814,257333,0.808,0.0,0.0616,0.155
LITTLE TOOTH GAP,TOO MUCH - TOO MUCH,1978-06-17,0.35,0.768,168000,0.727,0.62,0.118,0.122
LL COOL J,Around The Way Girl,1991-03-02,0.00273,0.62,248493,0.445,0.0145,0.333,0.382
LL COOL J,Luv U Better,2002-12-14,0.239,0.667,286907,0.808,0.0,0.298,0.238
"LL COOL J, Boyz II Men",Hey Lover,1996-02-24,0.339,0.707,284693,0.427,0.0,0.105,0.0698
"LL COOL J, Jennifer Lopez",Control Myself,2006-05-06,0.00928,0.825,233973,0.876,1.2e-05,0.205,0.211
"LL COOL J, Leshaun",Doin' It,1996-04-13,0.365,0.801,293933,0.55,0.0234,0.117,0.209
"LL COOL J, Total",Loungin (Who Do Ya Luv) - Remix,1996-10-12,0.432,0.817,229373,0.584,0.00609,0.225,0.174
LMFAO,Sexy And I Know It,2012-02-25,0.1,0.707,199480,0.861,0.0,0.191,0.316
"LMFAO, Lauren Bennett, GoonRock",Party Rock Anthem,2012-01-21,0.0189,0.75,262173,0.727,0.0,0.266,0.142
"LP Giobbi, Little Jet",Can’t Let You Go,2003-06-21,0.144,0.715,173000,0.649,0.174,0.282,0.0664
LSG,My Body,1998-01-24,0.244,0.721,247133,0.431,0.0,0.0886,0.045
La Bouche,Be My Lover,1996-03-16,0.00129,0.669,240267,0.941,4.3e-06,0.886,0.0313
La Roux,Bulletproof,2010-06-19,0.000441,0.674,205733,0.882,6.47e-05,0.068,0.0477
LaBelle,Lady Marmalade,1975-04-12,0.398,0.631,237120,0.563,0.0,0.0733,0.0552
LaVern Baker,I Cried a Tear,1959-03-09,0.93,0.348,155853,0.179,0.0016,0.0992,0.0315
Labrinth,Never Felt So Alone,1974-01-12,0.499,0.436,160166,0.409,0.000166,0.38,0.0533
Lady A,Just A Kiss,2011-05-21,0.446,0.593,218840,0.639,0.0,0.0998,0.0307
Lady A,Need You Now,2010-05-22,0.0927,0.587,277573,0.622,0.000636,0.2,0.0303
Lady Gaga,Alejandro,2010-07-10,0.000358,0.626,274213,0.799,0.00155,0.36,0.046
Lady Gaga,Applause,2013-11-30,0.0265,0.669,212333,0.78,1.63e-06,0.143,0.053
Lady Gaga,Bad Romance,2010-03-20,0.00314,0.696,294573,0.921,5.24e-05,0.0842,0.0363
Lady Gaga,Born This Way,2011-04-23,0.00327,0.587,260253,0.828,0.0,0.331,0.161
Lady Gaga,Dope,2013-11-23,0.667,0.339,221547,0.429,0.0,0.082,0.0348
Lady Gaga,Judas,2011-04-30,0.000967,0.661,249067,0.937,1.59e-05,0.355,0.0744
Lady Gaga,LoveGame,2009-08-15,0.00569,0.894,216333,0.678,2.43e-06,0.317,0.0523
Lady Gaga,Million Reasons,2017-02-25,0.494,0.666,205280,0.423,0.0,0.106,0.043
Lady Gaga,Paparazzi,2009-12-05,0.113,0.762,208307,0.692,0.0,0.094,0.0438
Lady Gaga,Poker Face,2009-06-27,0.118,0.851,237200,0.806,1.64e-06,0.121,0.0787
Lady Gaga,Stupid Love,2020-03-14,0.00173,0.68,193533,0.825,0.000122,0.27,0.0702
Lady Gaga,The Edge Of Glory,2011-08-13,0.000343,0.581,320587,0.772,0.0191,0.11,0.0401
Lady Gaga,Yoü And I,2011-10-22,0.075,0.518,307347,0.709,0.0,0.0935,0.0476
"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),2020-06-27,0.021,0.672,182200,0.855,0.0,0.323,0.0397
"Lady Gaga, Beyoncé",Telephone,2010-05-08,0.00587,0.825,220627,0.832,0.000789,0.114,0.0403
"Lady Gaga, Bradley Cooper",Shallow,2019-04-06,0.371,0.572,215733,0.385,0.0,0.231,0.0308
"Lady Gaga, Colby O'Donis",Just Dance,2009-04-11,0.0264,0.822,241933,0.739,4.26e-05,0.181,0.0311
Lana Del Rey,Say Yes To Heaven,1984-01-28,0.709,0.49,209156,0.352,0.0856,0.114,0.0254
Lana Del Rey,Summertime Sadness,2013-10-26,0.0477,0.566,264773,0.647,0.0,0.121,0.0335
Larry Graham,One in a Million You,1980-09-27,0.666,0.511,252600,0.226,2.28e-06,0.318,0.0292
Larry Groce,Junk Food Junkie,1976-03-20,0.627,0.44,196347,0.655,0.0,0.607,0.432
Larry Verne,Mr Custer,1960-10-24,0.707,0.694,184867,0.699,8.48e-05,0.156,0.0544
Laura Branigan,Gloria,1983-01-08,0.135,0.775,295067,0.866,0.0376,0.152,0.0295
Laura Branigan,Self Control,1984-07-14,0.219,0.814,246440,0.686,0.00382,0.155,0.0342
Laura Branigan,Solitaire (Live),1983-06-04,0.173,0.56,235794,0.904,0.0016,0.371,0.0508
Lauren Weintraub,Not Like I’m In Love With You,1991-02-09,0.0696,0.656,185716,0.603,0.00132,0.17,0.0385
Le Party Band,"Medley (Twist): The Twist, Let's Twist Again, Twist in U.S.A., Splish Splash, Peppermint Twist",1962-03-03,0.153,0.567,348520,0.736,0.0,0.705,0.0347
LeAnn Rimes,How Do I Live,1998-03-14,0.128,0.577,266973,0.462,0.0,0.0822,0.0279
Led Zeppelin,Whole Lotta Love - 1990 Remaster,1970-02-07,0.0484,0.412,333893,0.902,0.131,0.405,0.405
Lee Dorsey,Working in the Coal Mine,1966-09-10,0.691,0.766,169933,0.493,0.0,0.0556,0.0689
Lee Dorsey,Ya Ya,1961-10-30,0.607,0.758,146053,0.557,0.000218,0.193,0.0453
Lee Greenwood,God Bless The U.S.A.,2003-05-03,0.0873,0.299,191600,0.422,0.0,0.182,0.0285
Lee Michaels,Do You Know What I Mean,1971-10-30,0.158,0.788,193801,0.861,1.35e-05,0.0199,0.0623
"Lefty Sm, Santa Fe Klan",Por Mi México,1961-10-16,0.0345,0.782,218250,0.662,0.0,0.216,0.178
Leif Garrett,I Was Made for Dancin',1979-02-24,0.0319,0.689,196440,0.584,0.00275,0.327,0.0314
Len Barry,1-2-3,1965-12-11,0.145,0.65,141840,0.691,0.0,0.305,0.0409
Lenny Kravitz,Again,2001-04-21,0.0148,0.55,231667,0.804,4.33e-05,0.105,0.0271
Lenny Kravitz,It Ain't Over 'Til It's Over,1991-08-31,0.422,0.679,242640,0.568,0.00928,0.322,0.0423
Lenny Welch,Since I Fell for You,1964-01-11,0.843,0.301,174040,0.163,0.0,0.126,0.031
Leo Sayer,Long Tall Glasses (I Can Dance) - Remastered,1975-05-10,0.247,0.641,190000,0.884,0.000316,0.132,0.06
Leo Sayer,More Than I Can Say - Remastered,1981-01-10,0.198,0.728,220533,0.511,0.00052,0.322,0.0233
Leo Sayer,When I Need You - Remastered,1977-06-04,0.389,0.597,253227,0.342,3.04e-05,0.114,0.0299
Leo Sayer,You Make Me Feel Like Dancing - Remastered,1977-01-29,0.0848,0.728,219467,0.718,0.0,0.0579,0.0501
Leona Lewis,Bleeding Love,2008-08-09,0.188,0.638,262467,0.656,0.0,0.146,0.0357
Leroy Van Dyke,Walk On By,1962-01-27,0.795,0.58,144200,0.452,1.13e-05,0.186,0.0364
Les Baxter,Quiet Village,1959-06-29,0.713,0.258,199453,0.185,0.00735,0.137,0.0354
Les Crane,Desiderata,1971-12-11,0.806,0.304,278960,0.282,0.0,0.147,0.0524
Lesley Gore,It's My Party,1963-07-06,0.368,0.692,140000,0.501,0.0,0.0393,0.0625
Lesley Gore,Judy's Turn To Cry,1963-08-31,0.592,0.742,131000,0.573,0.0,0.0711,0.0591
Lesley Gore,She's A Fool,1963-12-07,0.822,0.541,127000,0.346,0.0,0.311,0.0308
Lesley Gore,You Don't Own Me,1964-02-29,0.701,0.473,150000,0.434,0.0,0.628,0.0257
Let's Be Kids,Don't Let Me Go,1960-12-05,0.212,0.645,213156,0.799,2.16e-05,0.17,0.0315
Level 42,Something About You,1986-06-14,0.0542,0.72,265000,0.562,0.00441,0.0953,0.0336
Levert,Casanova,1987-10-31,0.0447,0.711,262373,0.844,1.18e-05,0.0672,0.0891
Lewis Capaldi,Before You Go,2020-09-26,0.604,0.459,215107,0.575,0.0,0.0885,0.0573
Lewis Capaldi,Someone You Loved,2020-04-11,0.751,0.501,182161,0.405,0.0,0.105,0.0319
"Liam Payne, Quavo",Strip That Down,2017-09-16,0.22,0.874,204502,0.497,0.0,0.0761,0.0562
Lifehouse,Hanging By A Moment,2001-09-15,0.00118,0.541,216067,0.864,0.0,0.0896,0.0357
Lifehouse,You And Me,2005-09-17,0.114,0.459,195493,0.427,0.0,0.168,0.0267
Lil Baby,The Bigger Picture,2020-07-04,0.0127,0.59,252729,0.618,0.0,0.244,0.334
"Lil Baby, 42 Dugg",We Paid (feat. 42 Dugg),2020-07-11,0.135,0.926,181929,0.542,0.0,0.0877,0.293
"Lil Baby, Drake",Yes Indeed,2018-06-09,0.0355,0.963,142273,0.346,0.0,0.108,0.53
"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),2019-02-02,0.0852,0.897,145543,0.662,0.0,0.534,0.292
"Lil Dicky, Chris Brown",Freaky Friday (feat. Chris Brown),2018-04-28,0.147,0.755,216632,0.599,0.0,0.109,0.224
"Lil Jon & The East Side Boyz, Usher, Ludacris",Lovers And Friends,2005-03-12,0.0541,0.675,260600,0.501,0.0,0.429,0.22
"Lil Jon & The East Side Boyz, Ying Yang Twins",Get Low,2003-11-29,0.0301,0.521,334067,0.625,0.0,0.121,0.067
"Lil Jon, E-40, Sean Paul",Snap Yo Fingers,2006-08-05,0.00647,0.835,274387,0.757,0.0,0.29,0.23
Lil Juu Wi Ddaus,Boo’d Up,2018-08-25,0.0748,0.484,126015,0.735,0.0,0.0441,0.405
Lil Mama,Lip Gloss,2007-06-30,0.41,0.619,219773,0.87,1.37e-06,0.0571,0.501
"Lil Mama, Chris Brown, T-Pain",Shawty Get Loose (feat. Chris Brown & T-Pain),2008-04-05,0.165,0.885,209507,0.724,0.0,0.095,0.246
Lil Mosey,Blueberry Faygo,2020-08-15,0.207,0.774,162547,0.554,0.0,0.132,0.0383
Lil Nas X,MONTERO (Call Me By Your Name),2021-10-02,0.293,0.593,137704,0.503,0.0,0.405,0.22
Lil Nas X,Panini,2019-11-23,0.342,0.703,114893,0.594,0.0,0.123,0.0752
Lil Nas X,THATS WHAT I WANT,2021-10-02,0.00614,0.737,143901,0.846,0.0,0.0486,0.22
"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,2019-10-12,0.0533,0.878,157067,0.619,0.0,0.113,0.102
"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),2021-11-06,0.0203,0.736,212000,0.704,0.0,0.0501,0.0615
"Lil Peep, Horsehead",right here,1991-08-10,0.000425,0.604,176907,0.715,7.78e-06,0.116,0.0312
Lil Pump,Gucci Gang,2018-01-13,0.239,0.936,124056,0.523,0.0,0.117,0.0597
"Lil Tjay, 6LACK",Calling My Phone,2021-03-13,0.451,0.907,205458,0.393,1.35e-06,0.135,0.0539
